BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
111899,"Drechselsgade 12, 4. tv, 2300 København S", kr. 960.000, kr. 361.900, kr. 4.475.000,  138   , kr. 32.427,31/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  123   ,"12,56808153","55,65685421","Drechselsgade 12,4 tv, 2300 København S",Drechselsgade,12,4,3
111920,"Drechselsgade 18, 9. th, 2300 København S", kr. 960.000, kr. 296.400, kr. 4.810.208,  113   , kr. 42.568,25/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56797473","55,65666463","Drechselsgade 18,9 th, 2300 København S",Drechselsgade,18,9,3
126029,"Kastrupvej 67, 4. tv, 2300 København S", kr. 1.600.000, kr. 101.300, kr. 2.600.000,  88   , kr. 29.545,25/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1900,  81   ,"12,61921997","55,65402903","Kastrupvej 67,4 tv, 2300 København S",Kastrupvej,67,4,4
140279,"Dalføret 1, 5., 2300 København S", kr. 1.650.000, kr. 189.500, kr. 3.300.000,  102   , kr. 32.352,22/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  96   ,"12,60259472","55,65495121","Dalføret 1,5, 2300 København S",Dalføret,1,5,3
139810,"Østerdalsgade 1A, 2. mf, 2300 København S", kr. 610.000, kr. 55.200, kr. 1.375.000,  37   , kr. 37.162,22/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  31   ,"12,60331744","55,65496548","Østerdalsgade 1A,2 mf, 2300 København S",Østerdalsgade,1A,2,1
136964,"Greisvej 21, 3., 2300 København S", kr. 1.300.000, kr. 219.300, kr. 2.150.000,  78   , kr. 27.564,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  72   ,"12,6178891","55,64532272","Greisvej 21,3, 2300 København S",Greisvej,21,3,4
134990,"Holmbladsgade 105, 4. th, 2300 København S", kr. 1.000.000, kr. 69.900, kr. 2.095.000,  53   , kr. 39.528,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1914,  45   ,"12,61584705","55,66712726","Holmbladsgade 105,4 th, 2300 København S",Holmbladsgade,105,4,2
107247,"Markmandsgade 27, 2. th, 2300 København S", kr. 2.450.000, kr. 356.400, kr. 3.700.000,  88   , kr. 42.045,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  77   ,"12,60056543","55,66843853","Markmandsgade 27,2 th, 2300 København S",Markmandsgade,27,2,2
422698,"Robert Jacobsens Vej 5A, 2. th, 2300 København S", kr. 1.450.000, kr. 255.200, kr. 2.650.000,  69   , kr. 38.405,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  57   ,"12,57554981","55,62357291","Nordre Digevej 56, 2300 København S",Robert Jacobsens Vej,5A,2,2
134176,"Maltagade 24, 3. tv, 2300 København S", kr. 960.000, kr. 69.600, kr. 1.795.000,  56   , kr. 32.053,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  51   ,"12,61668694","55,65302062","Orebovej 36, 4295 Stenlille",Maltagade,24,3,2
136396,"Amagerbrogade 297, st. th, 2300 København S", kr. 870.000, kr. 85.300, kr. 1.500.000,  58   , kr. 25.862,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  52   ,"12,61703995","55,64123134","None, 2770 Kastrup",Amagerbrogade,297,st,2
422708,"Robert Jacobsens Vej 5A, 6. tv, 2300 København S", kr. 1.900.000, kr. 331.200, kr. 3.050.000,  86   , kr. 35.465,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  74   ,"12,57554981","55,62357291","Robert Jacobsens Vej 5A,6 tv, 2300 København S",Robert Jacobsens Vej,5A,6,3
422666,"Robert Jacobsens Vej 1A, 9. tv, 2300 København S", kr. 1.800.000, kr. 308.900, kr. 3.450.000,  82   , kr. 42.073,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  69   ,"12,57571759","55,62388642","Robert Jacobsens Vej 1A,9 tv, 2300 København S",Robert Jacobsens Vej,1A,9,2
132017,"Palermovej 3, 4. tv, 2300 København S", kr. 930.000, kr. 74.300, kr. 2.149.000,  52   , kr. 41.326,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  48   ,"12,62155928","55,66043002","Amager Strandvej 112L,2 tv, 2300 København S",Palermovej,3,4,2
139771,"Peder Lykkes Vej 56, 3. th, 2300 København S", kr. 1.000.000, kr. 88.400, kr. 2.000.000,  66   , kr. 30.303,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  60   ,"12,60232363","55,65420817","Skovvejen 17A, 4050 Skibby",Peder Lykkes Vej,56,3,2
133192,"Lyneborggade 31, st. th, 2300 København S", kr. 1.850.000, kr. 260.800, kr. 3.475.000,  91   , kr. 38.186,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  80   ,"12,61158983","55,66381873","Lyneborggade 31,st th, 2300 København S",Lyneborggade,31,st,3
136469,"Kastrupvej 60, 1. th, 2300 København S", kr. 1.000.000, kr. 132.700, kr. 1.895.000,  59   , kr. 32.118,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  55   ,"12,6177575","55,65490791","Kastrupvej 60,1 th, 2300 København S",Kastrupvej,60,1,2
140736,"Birketinget 16, 4. 2, 2300 København S", kr. 1.050.000, kr. 222.900, kr. 1.980.000,  68   , kr. 29.117,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1973,  63   ,"12,59702368","55,65676483","Birketinget 16,4,-2, 2300 København S",Birketinget,16,4,1
131311,"Spaniensgade 15B, 3. th, 2300 København S", kr. 1.900.000, kr. 221.400, kr. 3.750.000,  99   , kr. 37.878,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1971,  89   ,"12,60877727","55,66074098","Spaniensgade 15B,3 th, 2300 København S",Spaniensgade,15B,3,3
101038,"Ejler Billes Allé 114, 1. tv, 2300 København S", kr. 2.700.000, kr. 467.200, kr. 5.249.000,  126   , kr. 41.658,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  117   ,"12,56877119","55,62339269","None, None None",Ejler Billes Allé,114,1,4
117809,"C.F. Møllers Allé 60, 3. th, 2300 København S", kr. 1.750.000, kr. 351.700, kr. 3.375.000,  89   , kr. 37.921,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  76   ,"12,5785066","55,63436188","C.F. Møllers Allé 60,3 th, 2300 København S",C.F. Møllers Allé,60,3,3
103781,"Weidekampsgade 59, 4. tv, 2300 København S", kr. 2.800.000, kr. 507.600, kr. 4.795.000,  101   , kr. 47.475,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  89   ,"12,58182392","55,66731458","Weidekampsgade 59,4 tv, 2300 København S",Weidekampsgade,59,4,3
103769,"Weidekampsgade 57, 5. 3, 2300 København S", kr. 1.900.000, kr. 290.800, kr. 3.225.000,  67   , kr. 48.134,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  51   ,"12,5820072","55,66724161","Skovparken 38, 2990 Nivå",Weidekampsgade,57,5,2
135770,"Øresund Parkvej 20, st. tv, 2300 København S", kr. 1.700.000, kr. 359.800, kr. 3.700.000,  84   , kr. 44.047,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  71   ,"12,62827843","55,66316884","Øresund Parkvej 20,st tv, 2300 København S",Øresund Parkvej,20,st,2
136854,"Strandlodsvej 85, 1., 2300 København S", kr. 1.950.000, kr. 306.400, kr. 3.900.000,  111   , kr. 35.135,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1920,  98   ,"12,62500369","55,66137758","Strandlodsvej 85,1, 2300 København S",Strandlodsvej,85,1,3
100155728,"Knud Kristensens Gade 16, 2300 København S", kr. 6.200.000, kr. 634.600, kr. 4.000.000,  -   ,-,15/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  242   ,"12,56740302","55,65674212","Knud Kristensens G 16, 2300 København S",Knud Kristensens Gade,16,-,8
111891,"Drechselsgade 18, 2. tv, 2300 København S", kr. 960.000, kr. 296.400, kr. 3.395.000,  113   , kr. 30.044,12/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56797473","55,65666463","Drechselsgade 18,2 tv, 2300 København S",Drechselsgade,18,2,4
111894,"Drechselsgade 18, 3. th, 2300 København S", kr. 960.000, kr. 198.000, kr. 2.295.000,  76   , kr. 30.197,12/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  61   ,"12,56797473","55,65666463","Ellehjørnet 9, 2800 Kongens Lyngby",Drechselsgade,18,3,3
111914,"Drechselsgade 12, 7. th, 2300 København S", kr. 960.000, kr. 296.400, kr. 4.532.040,  113   , kr. 40.106,12/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56808153","55,65685421","Drechselsgade 12,7 th, 2300 København S",Drechselsgade,12,7,3
101008,"Ejler Billes Allé 100, 2300 København S", kr. 2.600.000, kr. 493.200, kr. 4.899.000,  133   , kr. 36.834,11/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  132   ,"12,5686563","55,62315255","Ejler Billes Allé 100, 2300 København S",Ejler Billes Allé,100,-,5
101007,"Ejler Billes Allé 102, 2300 København S", kr. 2.350.000, kr. 445.000, kr. 4.676.000,  120   , kr. 38.966,11/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  120   ,"12,56867241","55,62319686","Ejler Billes Allé 102, 2300 København S",Ejler Billes Allé,102,-,5
101006,"Ejler Billes Allé 108, 1. tv, 2300 København S", kr. 2.700.000, kr. 467.200, kr. 5.484.000,  126   , kr. 43.523,10/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  117   ,"12,56871602","55,62327298","Ejler Billes Allé 108,1 tv, 2300 København S",Ejler Billes Allé,108,1,4
101068,"Ejler Billes Allé 106, 2300 København S", kr. 1.450.000, kr. 274.400, kr. 2.899.000,  74   , kr. 39.175,09/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  74   ,"12,56874291","55,62326741","Ejler Billes Allé 106, 2300 København S",Ejler Billes Allé,106,-,3
101003,"Ejler Billes Allé 120, 7. 3, 2300 København S", kr. 2.750.000, kr. 482.400, kr. 4.710.000,  125   , kr. 37.680,08/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  117   ,"12,56881133","55,62356398","Ejler Billes Allé 120,7,-3, 2300 København S",Ejler Billes Allé,120,7,5
101003,"Ejler Billes Allé 120, 7. 3, 2300 København S", kr. 2.750.000, kr. 482.400, kr. 4.710.000,  125   , kr. 37.680,08/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  117   ,"12,56881133","55,62356398","Ejler Billes Allé 120,7,-3, 2300 København S",Ejler Billes Allé,120,7,-
101001,"Ejler Billes Allé 120, 7. 1, 2300 København S", kr. 2.800.000, kr. 497.800, kr. 5.014.000,  129   , kr. 38.868,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  121   ,"12,56881133","55,62356398","Ejler Billes Allé 120,7,-1, 2300 København S",Ejler Billes Allé,120,7,6
101001,"Ejler Billes Allé 120, 7. 1, 2300 København S", kr. 2.800.000, kr. 497.800, kr. 5.014.000,  129   , kr. 38.868,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  121   ,"12,56881133","55,62356398","Ejler Billes Allé 120,7,-1, 2300 København S",Ejler Billes Allé,120,7,-
111905,"Drechselsgade 12, 5. th, 2300 København S", kr. 960.000, kr. 296.400, kr. 3.795.000,  113   , kr. 33.584,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56808153","55,65685421","Drechselsgade 12,5 th, 2300 København S",Drechselsgade,12,5,3
111934,"Drechselsgade 12, 2. tv, 2300 København S", kr. 960.000, kr. 361.900, kr. 4.295.000,  139   , kr. 30.899,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  123   ,"12,56808153","55,65685421","Ternevej 5, 2990 Nivå",Drechselsgade,12,2,3
135106,"Marengovej 8, st. tv, 2300 København S", kr. 880.000, kr. 104.900, kr. 1.730.000,  53   , kr. 32.641,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  48   ,"12,62076694","55,65829733","Marengovej 8,st tv, 2300 København S",Marengovej,8,st,2
111915,"Drechselsgade 18, 8. tv, 2300 København S", kr. 960.000, kr. 296.400, kr. 4.818.486,  113   , kr. 42.641,05/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56797473","55,65666463","Drechselsgade 18,8 tv, 2300 København S",Drechselsgade,18,8,4
136316,"Kongelundsvej 59B, 2. mf, 2300 København S", kr. 710.000, kr. 165.800, kr. 1.320.000,  44   , kr. 30.000,03/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1969,  40   ,"12,58938795","55,63835462","C.F. Møllers Allé 56,4 th, 2300 København S",Kongelundsvej,59B,2,1
111901,"Drechselsgade 12, 4. th, 2300 København S", kr. 960.000, kr. 296.400, kr. 3.350.000,  113   , kr. 29.646,03/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56808153","55,65685421","Lærkevej 6, 7100 Vejle",Drechselsgade,12,4,3
111893,"Drechselsgade 18, 3. tv, 2300 København S", kr. 960.000, kr. 296.400, kr. 3.445.000,  113   , kr. 30.486,03/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56797473","55,65666463","Drechselsgade 18,3 tv, 2300 København S",Drechselsgade,18,3,4
100992,"Ejler Billes Allé 120, 4. tv, 2300 København S", kr. 2.250.000, kr. 397.500, kr. 3.549.000,  103   , kr. 34.456,02/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  94   ,"12,56881133","55,62356398","Ejler Billes Allé 120,4 tv, 2300 København S",Ejler Billes Allé,120,4,4
100992,"Ejler Billes Allé 120, 4. tv, 2300 København S", kr. 2.250.000, kr. 397.500, kr. 3.549.000,  103   , kr. 34.456,02/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  94   ,"12,56881133","55,62356398","Ejler Billes Allé 120,4 tv, 2300 København S",Ejler Billes Allé,120,4,-
111918,"Drechselsgade 12, 8. th, 2300 København S", kr. 960.000, kr. 296.400, kr. 4.695.000,  113   , kr. 41.548,02/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  98   ,"12,56808153","55,65685421","C.F. Møllers Allé 58,6 th, 2300 København S",Drechselsgade,12,8,3
100993,"Ejler Billes Allé 120, 4. mf, 2300 København S", kr. 2.000.000, kr. 358.900, kr. 3.199.000,  93   , kr. 34.397,02/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  85   ,"12,56881133","55,62356398","Bøgealle 5, 3450 Allerød",Ejler Billes Allé,120,4,4
100993,"Ejler Billes Allé 120, 4. mf, 2300 København S", kr. 2.000.000, kr. 358.900, kr. 3.199.000,  93   , kr. 34.397,02/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  85   ,"12,56881133","55,62356398","Bøgealle 5, 3450 Allerød",Ejler Billes Allé,120,4,-
103719,"Weidekampsgade 53, st. tv, 2300 København S", kr. 2.600.000, kr. 507.600, kr. 4.125.000,  101   , kr. 40.841,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  89   ,"12,58176336","55,66692898","Weidekampsgade 53,st tv, 2300 København S",Weidekampsgade,53,st,3
143830,"Brigadevej 3, 1. tv, 2300 København S", kr. 1.100.000, kr. 133.300, kr. 2.800.000,  63   , kr. 44.444,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  56   ,"12,60150764","55,66276781","Brigadevej 3,1 tv, 2300 København S",Brigadevej,3,1,3
144305,"Birketinget 2E, 3. 532, 2300 København S", kr. 720.000, kr. 123.900, kr. 1.540.000,  45   , kr. 34.222,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  40   ,"12,60045589","55,65640447","Birketinget 2E,3,-532, 2300 København S",Birketinget,2E,3,1
101329,"Hollænderdybet 2, 3. th, 2300 København S", kr. 1.550.000, kr. 142.500, kr. 3.575.000,  94   , kr. 38.031,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  88   ,"12,59937966","55,66499502","Hollænderdybet 2,3 th, 2300 København S",Hollænderdybet,2,3,4
104971,"Ved Amagerport 2, 5. th, 2300 København S", kr. 1.050.000, kr. 103.500, kr. 3.125.000,  59   , kr. 52.966,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1915,  52   ,"12,59624326","55,66807597","Ved Amagerport 2,5 th, 2300 København S",Ved Amagerport,2,5,2
104730,"Carl Th. Zahles Gade 4, 6. th, 2300 København S", kr. 2.450.000, kr. 411.500, kr. 4.875.000,  100   , kr. 48.750,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  89   ,"12,57381574","55,66251701","Carl Th. Zahles Gade 4,6 th, 2300 København S",Carl Th. Zahles Gade,4,6,3
130626,"Prags Boulevard 44, 5. th, 2300 København S", kr. 1.050.000, kr. 203.800, kr. 2.045.000,  60   , kr. 34.083,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1931,  53   ,"12,61128137","55,66688462","Asnæs Skovvej 28, 4400 Kalundborg",Prags Boulevard,44,5,2
130160,"Amagerbrogade 175, 2. 208, 2300 København S", kr. 880.000, kr. 60.000, kr. 1.695.000,  50   , kr. 33.900,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1969,  41   ,"12,61168408","55,65293965","Amagerbrogade 175,2,-208, 2300 København S",Amagerbrogade,175,2,1
422674,"Robert Jacobsens Vej 1B, 3. tv, 2300 København S", kr. 2.650.000, kr. 501.200, kr. 4.157.000,  125   , kr. 33.256,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  112   ,"12,57564119","55,62374217","Robert Jacobsens Vej 1B,3 tv, 2300 København S",Robert Jacobsens Vej,1B,3,4
101439,"H.C. Hansens Gade 7, 1. mf, 2300 København S", kr. 3.650.000, kr. 693.900, kr. 5.760.000,  133   , kr. 43.308,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  123   ,"12,57320273","55,66323246","H.C. Hansens Gade 7,1 mf, 2300 København S",H.C. Hansens Gade,7,1,4
105066,"Amagerfælledvej 15, 5. tv, 2300 København S", kr. 1.700.000, kr. 143.800, kr. 3.700.000,  94   , kr. 39.361,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  87   ,"12,5954363","55,66699597","Skolebakken 65, 2830 Virum",Amagerfælledvej,15,5,4
135615,"Frankrigshusene 9, 4. tv, 2300 København S", kr. 1.300.000, kr. 131.800, kr. 2.925.000,  73   , kr. 40.068,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  68   ,"12,607607","55,66246618","Frankrigshusene 9,4 tv, 2300 København S",Frankrigshusene,9,4,3
138405,"Englandsvej 194, 1. th, 2300 København S", kr. 1.150.000, kr. 301.800, kr. 2.325.000,  74   , kr. 31.418,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1930,  68   ,"12,598671","55,64120031","Englandsvej 194,1 th, 2300 København S",Englandsvej,194,1,3
138405,"Englandsvej 194, 1. th, 2300 København S", kr. 1.150.000, kr. 301.800, kr. 2.325.000,  74   , kr. 31.418,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1930,  68   ,"12,598671","55,64120031","Englandsvej 194,1 th, 2300 København S",Englandsvej,194,1,1
142839,"Gyldenlakvej 35, 2. tv, 2300 København S", kr. 1.000.000, kr. 145.200, kr. 2.445.000,  67   , kr. 36.492,01/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  62   ,"12,61287839","55,64474407","Gyldenlakvej 35,2 tv, 2300 København S",Gyldenlakvej,35,2,3
